Date,Open,High,Low,Close,Volume,Adj Close
2012/9/21,207.36,207.94,205.92,205.98,12771500,200.08
2012/9/20,205.85,206.99,205.3,206.18,3739100,200.28
2012/9/19,207.55,207.57,206.01,206.43,2605600,200.52
2012/9/18,206.88,207.88,206.48,207.07,2476100,201.14
2012/9/17,205.55,207.99,205.55,207.15,3275100,201.22
2012/9/14,206.24,207.65,206.05,206.81,4057100,200.89
2012/9/13,204.38,206.81,203.46,206.36,3879600,200.45
2012/9/12,203.52,204.65,202.96,203.77,3284000,197.94
2012/9/11,200.55,203.46,200.51,203.27,3910600,197.45
2012/9/10,199.39,201.82,198.73,200.95,4208000,195.2
2012/9/7,199.12,199.5,198.08,199.5,3413700,193.79
2012/9/6,196.26,199.46,196.11,199.1,3931700,193.4
2012/9/5,194.41,195.85,193.89,195.04,3312500,189.46
2012/9/4,196.61,197.17,193.25,194.54,4514400,188.97
2012/8/31,194.31,195.95,193.46,194.85,3193300,189.27
2012/8/30,194.77,195.47,193.18,193.37,2740900,187.83
2012/8/29,195.13,196.04,194.9,195.08,2141400,189.49
2012/8/28,195.56,196.11,194.5,194.87,2539200,189.29
2012/8/27,197.96,198.3,195.61,195.69,2498800,190.09
2012/8/24,194.96,198.11,194.2,197.77,2639500,192.11
2012/8/23,197.04,197.37,195.44,195.7,2757400,190.1
2012/8/22,198.64,198.65,196.9,197.25,3296100,191.6
2012/8/21,200.99,201,198.37,198.65,3111300,192.96
2012/8/20,200.69,201.13,200.03,200.5,2336000,194.76
2012/8/17,201.08,202,200.66,201.22,2551800,195.46
2012/8/16,198.77,201.32,198.12,200.84,2729500,195.09
2012/8/15,198.9,199.33,197.92,198.4,2111800,192.72
2012/8/14,198.88,199.33,197.72,198.29,2562300,192.61
2012/8/13,198.88,199.98,197.79,199.01,2418300,193.31
2012/8/10,197.87,199.37,197.24,199.29,2600500,193.58
2012/8/9,198.62,199.46,197.89,198.42,2160100,192.74
2012/8/8,198.27,199.69,198.16,199.03,2068300,193.33
2012/8/7,199.43,200.88,198.8,199.93,3209400,193.38
2012/8/6,198.76,199.94,198.52,198.76,2337800,192.25
2012/8/3,196.48,198.95,196.16,198.52,3278100,192.02
2012/8/2,194.16,196.6,193.02,194.45,2812600,188.08
2012/8/1,196.96,197.85,194.72,195.18,2559300,188.78
2012/7/31,196.5,197.58,195.88,195.98,3507000,189.56
2012/7/30,196.32,197.84,195.92,196.68,2787000,190.24
2012/7/27,195.1,197.41,193.95,196.39,4177300,189.96
2012/7/26,193.49,194.95,192.57,193.95,3282900,187.6
2012/7/25,190.31,192.77,189.32,191.08,3833800,184.82
2012/7/24,190.92,191.32,188.56,190.34,3597100,184.1
2012/7/23,189.78,191.3,188.2,190.83,3904500,184.58
2012/7/20,194.09,194.9,192.17,192.45,4789700,186.14
2012/7/19,193.4,196.85,192.97,195.34,10395400,188.94
2012/7/18,184.15,188.59,183.55,188.25,8019500,182.08
2012/7/17,185.73,186.29,183.2,183.65,5158600,177.63
2012/7/16,185.58,186.1,184.58,184.79,3144400,178.74
2012/7/13,183.46,186.33,183.03,186.01,3933000,179.92
2012/7/12,184.25,184.39,181.85,183.09,4931300,177.09
2012/7/11,186.22,187.36,183.51,185.25,5456100,179.18
2012/7/10,190.3,191.14,185.6,186.26,4690300,180.16
2012/7/9,190.76,191,188.05,189.67,3988100,183.46
2012/7/6,193.92,193.94,189.74,191.41,4952900,185.14
2012/7/5,194.88,196.85,193.63,195.29,2690200,188.89
2012/7/3,195.46,196.34,194.91,195.93,1450400,189.51
2012/7/2,196.36,197.2,194.85,195.83,2827000,189.41
2012/6/29,194.55,195.81,192.41,195.58,5259600,189.17
2012/6/28,191.23,192.08,188.9,191.4,3967300,185.13
